id,filename,label,category,stt_text,human_transcription,ref_len,cer,sub,del,ins,whitespace
S00002402_t0014,0014.wav,0,교육,그럼 제가 지금 다시 한번 확인해 볼까요? 잠시만요.,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요 네 네,31,0.193548,2,3,1,2
S00002402_t0015,0015.wav,0,교육,제가 지금 노트북 꼈구요 똑같이 동영상 강 시작하도록 진행해볼게요 로그인하고 다운받은 목록으로 들어가서 플레이버튼 누르는거 맞죠?,제가 지금 노트북이 없구요 똑같은 동영상과 동영상 강의 시작하도록 진행해 보구요로그인하고 다운받은 목록 으로 들어가서 플레이 버튼 누르는거 맞죠,80,0.200000,6,9,1,5
S00002402_t0017,0017.wav,0,교육,"네, 토이 600반 강의인데 지금 제일 첫 번째 강의 오리엔테이션 강의 플레이버튼 누를게요.",토익 육백 반 강의인데 지금 제일 첫번째 강의 오리엔테이션 강의 플레이 버튼을 누를게요,48,0.229167,4,2,5,4
S00002402_t0018,0018.wav,0,교육,플레이버등을 눌렀는데 프로그램 설치만 필요하다는 창이 떠서 계속 다음 눌러서 설치 진행까지 왔어요. 저번이나 똑같아요 보통 네이버나 다음 같은 데의 종영상은 제생 풀 바다 액티브라운 비슷해요,플레이버튼 눌렀는데 프로그램 설치가 필요하다는 창이 떠서 계속 밤 눌러서 설치 진행까지 왔어요 저번이랑 똑같아요 보통 네이버나 다음과 같은 데의 동영상 재생 툴바나 액티브랑 비슷해요,101,0.158416,9,1,6,1
S00002402_t0019,0019.wav,0,교육,"필수 설치와 2개고요. 선택설치가 두 개고 각각 설치를 할 수 있고 통화 설치는 누르면 한꺼번에 설치된다고 드네요 여기서 저는 필수, 각각 눌러서 설치했었어요",펜스 설치와 [두] 회고요 선택설치가 두 개고 각각 설치할 수 있고 통합 설치를 누르면 한꺼번에 설치가 된다고 뜨네요 여기서 저는 필수 설치 각각 눌러서 설치했었어요,92,0.195652,8,7,3,4
S00002402_t0020,0020.wav,0,교육,근데 제가 2-3번 정도 더 설치를 해봤었거든요 아까 말씀드렸듯이 자꾸 설치하는데도 안 되어서요,그런데 제압 두세번 정도 더 설치를 해 봐 해봤었거든요 아까 말씀드렸듯이 자꾸 설치를 하는데도 안 되어서요,59,0.203390,4,7,1,3
S00002402_t0021,0021.wav,0,교육,"그런데 노트북 자체의 프로그램은 설치가 된 게 맞는 것 같아요. 왜냐하면 설치하려는 프로그램이 이미 설치되어 있다는 문구가 두고요, 탁재하고 재설치를 할 지 덮을 수 있지 선택하는 차이 있어요 어떤 건지 아시죠?",네 가운데 노트북 자체의 프로그램을 설치가 된 게 맞는 것 같아요 왜냐하면 설치하라는 프로그램이 설치되어 있다는 문구가 뜨구요 삭제하고 재설치를 할지 덮어씌우지 선택하라는 창이 떠요 어떤 건지 아시죠,111,0.234234,13,3,10,5
S00002402_t0022,0022.wav,0,교육,이런 몽고화되는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페이지 쪽 문제나 있는 건 아닌가요? 아니면 혹시 선택 설치까지 전부 다 설치해야 하는 건가요? 불안해서 그건 싫은데요. 왜 이러는 거죠,이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인강 홈페이지 쪽 문제가 있는 것 아닌가요? 아니면 혹시 선택 설치까지 전부 다 설치 해야 하는 건가요? 불안해서 그건 싫은거+ 싫은데요. 왜 이런 거죠? b/ n/,129,0.178295,8,14,1,5
S00002402_t0024,0024.wav,0,교육,폰대 설치근 해야 한다고요? 저번에 뭐 모르고 다 설치했다가 눕히게 엄청 누려져서 불안한데요,펀딩 설치를 해야 한다고요 저번에 뭐 모르고 다 설치했다가 노트북이 엄청 느려져서 불안한데요,51,0.176471,7,1,1,0
S00002402_t0025,0025.wav,0,교육,아 제가 아까 주변 지인한테 물어봤는데 제 노트북에 기본적인 프로그램이 안 깔려 있어서 그럴 수도 있다고 하는데 그래서 선택 설치하는 게 안 돼서 그럴 수 있다네요. 그러니까 저는 선택설치 요소까지 다 통합 설치 하는게 좋겠네요,아 제가 아까 주변 지인한테 물어봤는데 제 노트북의 기본적인 프로그램이 안 깔려 있어서 그럴 수도 있다고 하는데 그래서 선택 설치해야하는게 안돼서 그럴 수도 있다네요 그러니까 저는 선택할지 요소까지 다 통합 설치하는 게 좋겠 네요 네네,131,0.114504,3,8,4,6
S00002402_t0026,0026.wav,0,교육,그렇군요. 감사합니다 그럼 제가 한 번 더 시도해보고 그때도 안 되면 또 분이 전화드릴게요,그렇군요 감사합니다 그럼 제가 한 번 더 시도해보고 그때도 안되는 또 문의 전화 드릴게요,49,0.122449,3,1,2,2
S00002402_t0027,0027.wav,0,교육,네 감사합니다 한국어원 김민수였습니다,네 감사합니다 한국어권 김민수였습니다,20,0.050000,1,0,0,0
S00002404_t0001,0001.wav,0,교육,안녕하세요. 상담사 김민수입니다,안녕하세요 상담사 김민수입니다,16,0.062500,0,0,1,0
S00002404_t0002,0002.wav,0,교육,안녕하세요. 지금 한국어 인터넷 가문을 듣고 있는데 문을 들이려고 전화드렸어요,안녕하세요제가 한국어 인터넷 강의 듣고있는데 문의 드리려고 전화 드렸어요 네,42,0.333333,7,3,4,4
S00002404_t0003,0003.wav,0,교육,제가 노트북에서 지금 들으려고 하는데 강의를 들이라면 해당 프로그램을 설치해야 되더라고요.,제가 노트북에서 지금 들으라고 하는데 강의를 들으려면 해당 프로그램을 설치 해야 되더라고요,50,0.100000,3,1,1,1
S00002404_t0005,0005.wav,0,교육,네 전부 설치 전부 다 하셨나요?,"네, 전부설+ 설치 전부 다 하셨나요?",21,0.142857,0,3,0,0
S00002404_t0010,0010.wav,0,교육,설치가 안 된 것 같습니다.,설치가 안 된 것 같습니다,14,0.071429,0,0,1,0
S00002404_t0011,0011.wav,0,교육,설치를 다 했는데? 이게 안 되는 이유가 설치 문제 왜 다른 이유는 없는 건가요,설치를 다 했는데요 안되는 이유가 설치 문제 외에 다른 의도는 없는 건가요,41,0.219512,4,1,4,2
S00002404_t0015,0015.wav,0,교육,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요 네,29,0.068966,0,2,0,1
S00002404_t0019,0019.wav,0,교육,플레이부트는 눌렀는데 프로그램 설치가 필요하다는 차이 있어서 계속 다음 눌러서 설치 기능까지 왔어요. 저번에는 똑같아요. 또한 네이버나 다음부터 동영상 재생에 출발할 기분이랑 비슷해,플레이버튼 눌렀는데 프로그램 설치가 필요하다는 창이 떠서 계속 다음 눌러서 설치 진행까지 왔어요저번에는 똑같아요 네이버나 다음과 같은 데 동영상 재생 툴바나 테이프랑 비슷해,96,0.281250,14,4,9,4
S00002404_t0022,0022.wav,0,교육,근데 노트북 자체 프로그램은 설치가 된 게 맞는 것 같아요. 왜냐하면 설치하는 프로그래미 이미 설치되어 있다는 문구 같고 삭제하고 재설치를 할지 덧버스 10질 선택하는 사이니까요 어떤 건지 아시죠?,그런데 노트북 자체 프로그램 설치가 된 게 맞는 것 같아요 왜냐하면 설치하는 프로그램이 이미 설치되었다는 문구가 뜨고요 삭제하고 재설치를 할지 덮어 씌울지 선택하는 상황이 어떤건지 아시죠,104,0.240385,13,3,9,2
S00002404_t0024,0024.wav,0,교육,선택 설치 또 하실 것을 권유드립니다.,선뜻 설치 또 하실 것을 권유드립니다,20,0.100000,1,0,1,0
S00002404_t0028,0028.wav,0,교육,네 감사합니다. 항보관과 김민수였습니다,네 감사합니다한복학원 김민수였습니다,19,0.315789,4,0,2,1
S00002410_t0001,0001.wav,0,교육,안녕하세요 상담수학팀 민수입니다.,안녕하세요상담사 김민서입니다,15,0.466667,4,0,3,3
S00002410_t0002,0002.wav,0,교육,안녕하세요 지금 한국어학 인터넷 강의 듣고 문의드리려고 전화드렸어요,안녕하세요 지금 한국어와 인터넷 강의 듣고 있는데 문의드릴려고 전화드렸어요 네,43,0.186047,2,6,0,2
S00002410_t0003,0003.wav,0,교육,제가 노트북에서 지금 이거 드리려고 하는데 강의를 들이려면 해당 프로그램을 설치해야 된다고 하더라고요.,제가 노트북에서 지금 이거 드릴려고 하는데 강의를 들으려면 해당 프로그램을 설치해야 된다고 하더라고요 네,58,0.068966,3,1,0,1
S00002410_t0004,0004.wav,0,교육,"그래서 설치를 진행했는데, 설치 완료했는데도 인터넷강의가 작동이 안 돼서 좀 여쭤보려구요 왜 안되죠? 좀 알아봐주세요",그래서 설치를 진행했는데 설치 완료 했는데도 인터넷강의가 작동이 안되서 좀 여쭤보려고요 왜 안되죠 좀 알아봐주세요,63,0.095238,2,1,3,2
S00002410_t0007,0007.wav,0,교육,오늘은 귀찮아서 그냥 한 번에 설치 되도록 통화 설치하는데 그 과정에서 저번에 노트북이 많이 느려졌거든요. 그래서 선택을 안 했어요. 어차피 필수로 해야 하는 것만 하면 상관없는 거죠,원래는 귀찮아서 그냥 한 번에 설치되도록 통합 설치하는데 그 과정에서 저번에 노트북이 많이 늦어졌거든요 그래서 선택 설치는 안했어요 어차피 수술을 해야 하는 것만 금액은 상관없는거죠,101,0.207921,14,3,4,4
S00002410_t0009,0009.wav,0,교육,네 필수로 뜨는 건 전부 다 했다니까요? 그런데 다음으로 진행이 안 돼요 계속해서 설치하라고 문구가 담긴 차는 계속 다 여섯이 다 했는데,필수로 뜨는 건 전부 다 했다니까요 그런데 다음으로 진행이 안되요 계속해서 설치하라고 문구가 담긴 창이 계속떠요 설치를 했는데,70,0.200000,8,0,6,4
S00002410_t0010,0010.wav,0,교육,탈지가 안 된 것 같습니다.,설치가 안 된 것 같습니다,14,0.214286,2,0,1,0
S00002410_t0011,0011.wav,0,교육,설치를 다 했는데요 그게 안 되는 이유가 설치 문제에 왜 다른 이유는 없는 건가요?,설치를 다 했는데요 그게 안 된 이유가 설치 문제 외에 다른 이유는 없는 건가요,44,0.136364,4,0,2,2
S00002410_t0013,0013.wav,0,교육,혹시 노트북이 아니라 그냥 PC에서 하면 되거나 그런 건 없나요? 사형의 문제라든지 용량의 문제를 하는지 그런 거 전혀 없는 건가요. 그런 거는 다른 방법을 시도해 보려고요,혹시 노트북이 아니라 그냥 피씨에서 하면 되거나 그런건 없나요파의 타협의 문제라든지 용량이 문제라든지 그런 건 전혀 없는 건가요 그런거면 다른 방법을 시도해 보려구요,92,0.184783,11,1,5,3
S00002410_t0015,0015.wav,0,교육,그럼 제가 지금 다시 확인해볼게요. 잠시만요,그럼 제가 지금 다시 확인해 볼게요 잠시만요 네,26,0.153846,0,3,1,2
S00002410_t0016,0016.wav,0,교육,제가 지금 유튜브 켰고요 똑같이 동영상 강의 시작하도록 진행해볼게요 로그인하고 자음 받은 목록으로 들어가서 플레이버튼 누르는 거 맞죠?,제가 지금 노트북 켰고요 똑같이 동영상 강의를 시작하도록 진행 해볼게요 로그인하고 다운 받은 목록으로 들어가서 플레이 버튼 눌르는 거 맞죠,77,0.129870,6,3,1,2
S00002410_t0019,0019.wav,0,교육,플레이버튼을 눌렀는데 프로그램 설치가 필요하다는 창이 있어서 계속 다음 눌러서 설치 진행까지 왔어요. 저번에는 똑같아요 보통 네이버나 다운 같은데 동영상 대중 토빠나 에티브랑 같이 있어요,플레이버튼 눌렀는데 프로그램 설치가 필요하다는 창이 떠서 계속 다음 눌러 설치 진행까지 왔어요 저번이랑 똑같아요 보통 네이버나 다음 같은 데 동영상 제작 툴빠나 액티브랑 비슷해요,99,0.181818,11,1,6,2
S00002410_t0020,0020.wav,0,교육,필수 설치가 두 개고요. 선택 설치가 두 개고 각각 설치할 수 있고 통화설치를 누르면 한꺼번에 설치된다고 드네요 여기서 저는 필수서치 각각 눌러서 설치했어요,필수 설치가 두개구요 콘텐츠가 두 개고 각각 설치할 수 있고 통합 설치를 누르면 한꺼번에 설치된다고 뜨네요 여기서 저는 폐쇄조치 각각 눌러서 설치 했어요,85,0.176471,9,2,4,4
S00002410_t0022,0022.wav,0,교육,그런데 노트북 잡지의 프로그램은 설치가 된 게 맞는 것 같아요. 왜냐하면 설치를 하려고 프로그램이 이미 설치되어 있던 묵국을 두고요 확제하고 재설치할 지 덕분에 씌우지 선택하라는 창사예요 어떤 것이 아시죠?,그런데 노트북 자체의 프로그램은 설치가 된 게 맞는 것 같아요 왜냐하면 설치를 하려고 프로그램이 이미 설치되어 있다는 문구가 뜨구요 삭제하고 재설치를 할지 덮어씌우지 선택하라는 창이 떠요 어떤 건지 아시죠 네,116,0.206897,17,4,3,3
S00002410_t0025,0025.wav,0,교육,선택 설치도 해야 된다고요? 저번에 뭐 모르고 다 설치했다가 노트북이 엄청 느려져서 불안한데요,선뜻 설치를 해야 된다고요 저번에 뭐 모르고 다 설치했다가 노트북이 엄청 느려져서 불안한데요,51,0.058824,2,0,1,0
S00002410_t0026,0026.wav,0,교육,제가 아까 주변 지인한테 물어봤는데 제 노트북의 기본 프로그램이 안 가려서 그럴 수 있다고 하는데 그런 선택 설치 해야 하는 게 안 돼서 그럴 수도 있다네요. 네 그러니까 저는 선택설치 요소까지 다 통화 설치를 하는게 좋겠네요,제가 아까 주변 지인한테 물어봤는데 제 노트북에 기본프로그램이 안깔려서 그럴 수도 있다고 하는데 그중에서 선택 설치해야하는게 안되서 그럴수도 있다매요 네 저는 선택 설치 요소까지 다 통합 설치하는게 좋겠 네요 네,118,0.237288,6,7,15,12
S00002410_t0027,0027.wav,0,교육,그렇군요. 감사합니다 제가 한 번 더 신어해보고 그때도 안 되면 또 분이 전화드릴게요,아 그렇군요 감사합니다 제가 한 번 더 시도해 보고 그때도 안 되면 또 보니 전화 드릴게요,50,0.180000,4,4,1,3
S00002410_t0028,0028.wav,0,교육,네 감사합니다. 한국어학원 김민수였습니다,네 감사합니다한국학원 김인수였습니다,19,0.210526,1,0,3,1
S00002418_t0001,0001.wav,0,교육,안녕하세요 상담사 김민수입니다.,안녕하세요 상담사 김민수입니다,16,0.062500,0,0,1,0
S00002418_t0003,0003.wav,0,교육,제가 노트북에서 지금 부리려고 하는데 광의를 들이라면 해당 프로그램을 설치해야 되더라고요.,제가 노트북에서 지금 드리려고 하는데 강의를 들으려면 해당 프로그램을 설치해야되더라구요,48,0.145833,5,0,2,1
S00002418_t0004,0004.wav,0,교육,"그래서 설치를 진행했는데, 설치를 완료했는데도 인터넷 강의가 작동이 안 돼서 좀 여쭤보려구요. 왜 안되죠? 좀 알아봐주세요",그래서 설치를 진행했는데 설치를 완료 했는데도 인터넷강의가 작동이 안 돼서 좀 여쭤보려고요 왜 안되죠 좀 알아봐주세요,65,0.092308,1,1,4,2
S00002418_t0005,0005.wav,0,교육,"네, 솔직히 전부 다 하셨나요?","네, 설치 전부 다 하셨나요? n/",19,0.315789,2,3,1,1
S00002418_t0007,0007.wav,0,교육,원래는 기철아서 그냥 한번에 설치되도록 통화설치하는데 그 과정에서 저번의 노트북이 많이 누려졌거든요. 그래서 선택 설치는 안 했어요 어차피 필수로 해야 하는 것만 했으면 상관없는 거죠,원래는 귀찮아서 그냥 한 번에 설치되도록 통합 설치하는데 그 과정에서 저번에 노트북이 많이 늦어졌거든요 그래서 선택할지는 안 했어요 어차피 필수로 해야 하는 것만 했으면 상관없는거죠,101,0.128713,8,2,3,4
S00002418_t0008,0008.wav,0,교육,필수는 다하신 건가요?,필수는 다 하신 건가요? n/,16,0.250000,0,4,0,2
S00002418_t0009,0009.wav,0,교육,"네, 픽스로 두는 거 전부 다 했다니까요. 그런데 다음으로 진행이 안 돼요 계속해서 설치하라는 문구가 담긴 상에 계속 써요 설치는 다 했는데",픽스로 뜨는 건 전부 다 했다니깐요 그런데 다음으로 진행이 안되요 계속해서 설치하라는 문구가 담긴 창이 계속 떠요 설치는 다 했는데,73,0.164384,7,0,5,2
S00002418_t0010,0010.wav,0,교육,설치가 안 된 것 같습니다.,설치가 안 된 것 같습니다,14,0.071429,0,0,1,0
S00002418_t0011,0011.wav,0,교육,설치를 다 했는데요 그게 안 되는 이유가 설치 문제에 외해 다른 이유는 없는 건가요?,설치를 다 했는데요 그게 안 되는 이유가 설치 문제 외에 다른 이유는 없는 건가요,45,0.066667,1,0,2,0
S00002418_t0014,0014.wav,0,교육,그럼 제가 다시 한번 확인해 볼게요. 잠시만요,그럼 제가 다시 한번 확인해 볼게요 잠시만요 네,26,0.115385,0,2,1,1
S00002418_t0015,0015.wav,0,교육,제가 지금 노트북을 켰고요 똑같이 동영상 강의 시작하도록 진행해볼게요 로그인하고 다운받은 목록으로 들어가서 플레이버튼 누르는 거 맞죠?,제가 지금 노트북을 폈고요 똑같이 동영상 강의 시작하도록 진행해볼게요 로그인하고 다운 받은 목록으로 들어가서 플레이버튼 누르는 거 맞죠,75,0.040000,1,1,1,1
S00002418_t0017,0017.wav,0,교육,토이 600번 강의인데 지금 제일 첫 번째 강위 오리엔티에이션 강의레이버튼을 누를게요.,토익 육백반* 강의인데 지금 제일 첫 번째 강의 오리엔테이션 강의 플레이 버튼 누를게요?,49,0.265306,8,3,2,2
S00002418_t0018,0018.wav,0,교육,플레이버튼을 눌렸는데 프로그램 설수가 필요하다는 성이 계속 떠서 계속 다음 눌러서 설치 진행까지 왔고요. 저번이랑 똑같아요 보통 네이버나 다음 같은 데에 종영상 재생 출바나 액티브랑 비슷해요,플레이버튼 눌렀는데 프로그램 설치가 필요하다는 창이 계속 떠서 계속 다음 눌러서 설치 진행까지 왔고요 저번이랑 똑같아요 보통 네이버나 다음 같은 데 동영상 재생 툴바나 액티브랑 비슷해요,103,0.077670,5,0,3,0
S00002418_t0019,0019.wav,0,교육,"필수 설치가 두 개고요. 선택설치가 두 개고 각각 설치할 수 있고 통화 설치를 주면 한꺼번에 설치가 된다고 뜨네요 여기서 저는 필수설치, 각각 눌러서 설치했었구요",칠 실수선 씨가 두개구요 현대판텍 설치가 두개고 각각 설치할 수 있고 통합 설치를 누르면 한꺼번에 설치가 된다고 뜨네요 여기서 저는 필수 설치 각각 눌러서 설치 했었구요,94,0.223404,11,7,3,10
S00002418_t0020,0020.wav,0,교육,그런데 제가 두세 번 정도 더 설치를 해봤었거든요. 아까 말씀드렸듯이 자꾸 설치를 하는데도 안 돼서요,그런데 제가 두세 번 정도 더 설치를 해봤었거든요 아까 말씀드렸듯이 자꾸 설치를 하는데도 안 돼서요 네,57,0.052632,0,2,1,1
S00002418_t0021,0021.wav,0,교육,"그런데 노트북 자체의 프로그램은 설치가 된 게 맞는 것 같아요. 왜냐하면 설치하려는 프로그래미 이미 설치되어 있다는 문자가 뜨고요, 문구가 뜨구요 삭제하고 재설치할지 덮어시을 지 선택하라는 창이 떠요 어떤 건지는 아시죠?",그런데 노트북 자체 프로그램은 설치가 된 게 맞는 것 같아요 왜냐하면 설치하려는 프로그램이 프로그램이 설치되어 있다는 문자가 뜨구요 문구가 뜨구요 삭제하고 재설치 할지 덮어 씨엘씨 이 선택하라는 창이 떠요 어떤 건지 아시죠,124,0.153226,8,6,5,2
S00002418_t0022,0022.wav,0,교육,이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페이지 쪽 문제가 있는 건 아닌가요? 아니면 혹시 선택 설치까지 모두 전부 다 설치해야 되는 건가요? 불안해서 그건 싫은데요. 왜 그런 거죠,이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인강 홈페이지에 문제가 있는 것 아닌가요 아니면 혹시 선택 설치까지 모두 전부 다 설치해야 되는건가요 불안해서 그건 싫은데요 왜 그런거죠,113,0.079646,3,0,6,3
S00002418_t0023,0023.wav,0,교육,선택설티 도하실 것을 권유 드립니다.,선택 설치도 하실 것을 권유드립니다. b/,23,0.347826,3,4,1,5
S00002418_t0024,0024.wav,0,교육,선택을 해야 된다고요. 저번에 뭐 모르고 설치했다가 유튜브가 엄청 느려져서 불안한데요,선택할지도 해야된다구요 저번에 뭐 모르고 설치했다가 노트북이 엄청 느려져서 불안한데요,47,0.212766,6,2,2,1
S00002418_t0025,0025.wav,0,교육,제가 아까 주변 지인한테 물어봤는데 제 노트북에 기본적인 프로그램이 안 깔려 있어서 그럴 수도 있다고 하던데 그래서 손대 설치까지 해야 하는 게 안되서 그럴 수도 있다네요.,제가 아까 주변 지인한테 물어봤는데 제 노트북에 기본적인 프로그램이 안 깔려 있어서 그럴 수도 있다고 하던데 그래서 선택할지까지 해야하는 게 안 돼서 그럴 수도 있다네요,94,0.095745,5,1,3,3
S00002418_t0027,0027.wav,0,교육,그렇군요 감사합니다. 그럼 제가 다시 한번 시도해보고 그때도 안 되면 또 문이 전화드릴게요,그렇군요 감사합니다 그럼 제가 다시 한번 시도해 보고 그때도 안 되면 또 문의 전화 드릴게요,51,0.078431,1,2,1,2
S00002418_t0028,0028.wav,0,교육,네 감사합니다. 한국어학원 김민수였습니다,네 감사합니다 한국어 학원 김민수였습니다,22,0.090909,0,1,1,1
S00002428_t0001,0001.wav,0,교육,안녕하세요 상담사 김민수입니다.,안녕하세요 상담사 김민수입니다,16,0.062500,0,0,1,0
S00002428_t0002,0002.wav,0,교육,네 안녕하세요 지금 한국어하고 인터넷 강의 듣고 있는데 문의드리려고 전화드렸어요,안녕하세요 지금 한국어와 인터넷 강의 듣고있는데 문의 드리려고 전화 드렸어요,42,0.166667,1,2,4,4
S00002428_t0003,0003.wav,0,교육,제가 노트북에서 지금 드리려고 하는데 강의를 들이려면 해당 프로그램을 설치해야 되더라고요.,제가 노트북에서 지금 들어오려고 하는데 강의를 들으려면 해당 프로그램을 설치해야 되더라구요,50,0.120000,4,1,1,0
S00002428_t0004,0004.wav,0,교육,"그래서 제가 설치를 진행했는데, 그 설치료 완료로 했는데도 인터넷 강의가 작동이 안 되어서 좀 여쭤보려구요. 왜 안되죠? 좀 알아봐주세요",그래서 제가 설치를 진행했는데 설치를 완료 했는데도 인터넷 강의가 작동이 안되어서 좀 여쭤보려고요 왜 안되죠 좀 알아봐 주세요,70,0.142857,2,1,7,3
S00002428_t0005,0005.wav,0,교육,"네, 설치 전부 다 하셨나요?",설치 전부 다 하셨나요,12,0.333333,0,0,4,1
S00002428_t0006,0006.wav,0,교육,"네, 뜨는 거 다 설치했고요 필수 설치랑 선택설치를 이렇게 총 4개인가? 뜨던데 저는 필수설치만 다운로드 했거든요. 통합 설치를 누르면 전부 한꺼번에 설치가 되었는데 저는 필수� 설치해야 하는 요소만 설치했어요",뜨는 거 다 설치했구요 필수 설치랑 선택 설치 초 이렇게 총 네 갠가 뜨던데 저는 티엘소설지만 다운로드 했거든요 통합 설치를 누르면 전부 한꺼번에 설치가 되는데 전원 필수 설치해야 하는 요소만 설치했어요,113,0.176991,10,3,7,4
S00002428_t0007,0007.wav,0,교육,원래는 귀찮아서 그냥 한 번에 설치되도록 통합설치를 해왔는데 그 과정에서 저번에 노트북이 많이 느려졌거든요. 그래서 선택 설치는 안 했어요 어차피 필수로 해야 하는 것만 했으면 상관없는 거죠,원래는 귀찮아서 그냥 한 번에 설치되도록 통합 설치를 해야 하는데 그 과정에서 저번에 노트북이 많이 느려졌거든요 그래서 선택 설치는 안했어요 어차피 필수로 해야 하는 것만 해주면 상관없는거죠,106,0.084906,3,3,3,4
S00002428_t0009,0009.wav,0,교육,"네, 틸수로 뜨는 건 전부 다 했다니까요. 근데 다음으로는 진행이 안 돼요 계속해서 설치하라는 문구가 담긴 상의 계속 떠요 설치는 다 했는데",필수로 뜨는건 전부 다 했다니깐요 근데 다음으로는 진행이 안돼요 계속해서 설치하라는 문구가 담긴 창이 계속떠요 설치는 다 했는데,71,0.154930,4,0,7,4
S00002428_t0010,0010.wav,0,교육,설치가 안된 것 같습니다,설치가 안된것같습니다,11,0.181818,0,0,2,2
S00002428_t0011,0011.wav,0,교육,설치를 다 했는데요 그게 안 되는 이유가 설치 문제 왜 다른 이유는 없는 건가요?,설치를 다 했는데요 그게 안되는 이유가 설치 문제 외에 다른 이유는 없는 건가요,44,0.090909,1,1,2,1
S00002428_t0013,0013.wav,0,교육,그럼 노트북이 아니라 그냥 일반 PC에서 하면 되거나 그런 건 없나요? 사용의 문제라든지 용형에 문제 라든지 그런건 전혀 없는건가요? 그런거면 다른 방법을 한번 시도해보려구요,그럼 노트북이 아니라 그냥 일반 피씨에서 하면되거나 그런건 없나요 사형의 문제라든지 용량의 문제라던지 그런건 전혀 없는 건가요 그런거면 다른 방법을 한번 시도해 보려고요,94,0.148936,7,2,5,5
S00002428_t0014,0014.wav,0,교육,그럼 제가 지금 다시 한번 확인해 볼게요. 잠시만요,그럼 제가 지금 다시 한번 확인해 볼게요 잠시만요,27,0.037037,0,0,1,0
S00002428_t0015,0015.wav,0,교육,제가 지금 노트북 켰고요 똑같이 동영상 강의 시작하도록 해볼게요. 로그인하고 다음 받은 목록으로 들어가서 플레이 버튼 누르는 거 맞죠?,제가 지금 노트북 켰고요 똑같이 동영상 강의 시작하도록 해볼게요 로그인하고 다운 받은 목록으로 들어가서 플레이 버튼 누르는거 맞죠,72,0.055556,1,0,3,1
S00002428_t0017,0017.wav,0,교육,토익 600방 강의인데 첫번째 강이 오리엔테이션 강의 플레이버튼 누를게요,"네, 토익 (600반)/(육백 반)* 강의에 있는 지금 제일 첫 번째 강의 오리엔테이션 강의 플레이 버튼 누를게요.",64,0.437500,4,24,0,7
S00002428_t0018,0018.wav,0,교육,플레이버트 눌렀는데 프로그램 설치가 필요하다는 창이 떠서 계속 다음 눌러서 설치 진행까지 왔어요. 저번이랑 똑같아요 보통 네이버나 다음붓은 데 동영상 재생 툴 봐나 에키브랑 비슷해요,플레이버튼 눌렀는데 FLOOR 프로그램 설치가 필요하다는 창이 떠서 계속 다음 눌러서 설치 진행까지 왔어요 저번이랑 똑같아요 보통 네이버나 다음 같은 내 동영상 재생 툴바나 액티브랑 비슷해요,106,0.141509,6,7,2,3
S00002428_t0019,0019.wav,0,교육,필수 설치가 두 개구요. 선택설치가 2개고 각각 설치를 할 수 있고 통합 설치를 누르면 한꺼번에 설치된다고 어쩌네요? 여기서 저는 필수설치 각각 눌러서 설치했어요,필수 설치가 두개구요 선택설치가 두 개고 각각 설치할 수 있고 통합 설치를 누르면 한꺼번에 설치가 된다고 뜨네요 여기서 전원 필수 설치 각각 놀래서 설치 했어요 네,91,0.208791,6,7,6,7
S00002428_t0020,0020.wav,0,교육,그런데 제가 두세 번 정도 더 설치해봤었거든요 아까 말씀드렸듯이 자꾸 설치를 하는 데도 안 되어서요,그런데 제가 두세번 정도 더 설치 해봤었거든요 아까 말씀드렸듯이 자꾸 설치를 하는데도 안 되어서요,54,0.055556,0,1,2,3
S00002428_t0021,0021.wav,0,교육,"그런데 노트북 자체의 프로그램은 설치가 된 게 맞는 것 같아요. 왜냐하면, 설치하려는 프로그래밍 이미 설치되어 있다는 문구가 뜨고요. 삭제하고 재설치를 할지 덮어시을 지 선택하라는 창이 있어요. 어떤 건지 아시죠?",그런데 노트북 자체 프로그램만 설치가 된 게 맞는 것 같아요 왜냐하면 설치하려는 프로그램이 이미 설치되어 있다는 문구가 뜨구요 삭제하고 재설치를 할지 덮어 씌울지 선택하라는 창이 떠요 어떤 건지 아시죠 네,114,0.140351,9,1,6,3
S00002428_t0022,0022.wav,0,교육,이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페인치 쪽의 문제가 있는 건 아닌가요? 아니면 혹시 선택 설치까지 전부 다 설치해야 하는 건가요? 불안해서 그건 싫은데 왜 이러는 거죠,이러한 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인강 홈페이지 쪽 문제가 있는 것 아닌가요 아니면 혹시 선택 설치까지 전부 다 설치해야하는건가요 불안해서 그건 싫은데 왜 이러는거죠,111,0.108108,5,1,6,3
S00002428_t0023,0023.wav,0,교육,선택 설치도 하실 것을 권유 드립니다.,선택 설치도 하실 것을 권해 드립니다,20,0.100000,1,0,1,0
